"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
1.56188883286293,-0.667703228524927,0.661499215575877,-1.00937871550407,0.312793042198934,NA,"AREL1"
3.13847810565859,0.679175438189514,0.597462836665134,1.13676599866943,0.255636120817946,NA,"GAK"
1.89176707217786,-0.0767087028917315,0.683596382488832,-0.112213441815551,0.910654171457353,NA,"FO538757.1"
0.844454743247021,-0.698046192856184,0.789480070888373,-0.884184691414311,0.376596520838279,NA,"ZMAT3"
2.17604635773591,-0.835000961584107,0.61272304005612,-1.36277062717868,0.172954810977088,NA,"EMC3"
2.33759072239764,0.668302486530621,0.680622231026906,0.981899291655964,0.326149464776762,NA,"WWC3"
2.12037071759537,0.810306034618093,0.678885375578854,1.19358298730059,0.232641132123557,NA,"SLC25A12"
2.08038798082666,0.974832174046228,0.671571845205685,1.45156796105361,0.146621772671888,NA,"CREB3"
1.14524005803802,-0.559335339095977,0.892654773560468,-0.626597600397067,0.530923041665416,NA,"PRDX2"
2.29256874105397,-0.635341007995437,0.747841556028624,-0.849566332431945,0.395566236740283,NA,"CD2AP"
13.0156363354252,-0.0402766391940406,0.781409391573124,-0.0515435821841816,0.958892374423627,0.984829150095498,"OLFM4"
0.93712960769391,-0.450318284961228,0.721172783273248,-0.624424958076386,0.532348538535218,NA,"RMDN3"
3.03738294908019,-0.578254760027055,0.57907621493348,-0.998581439048539,0.31799749522651,NA,"YTHDF2"
1.47420013775686,-1.04570093094524,0.683843061907878,-1.52915338210466,0.126226424270216,NA,"CYFIP2"
1.3319978320121,-0.925497843203872,0.83993348722058,-1.10187039484094,0.270518020958441,NA,"TSTA3"
1.10423383812026,-0.190542318182888,0.751055018366671,-0.253699547334445,0.799727683794231,NA,"PNPLA8"
2.70789148123261,-0.507274066000444,0.820598009804177,-0.61817608614661,0.536459271852234,NA,"CDH17"
1.79936899694565,-0.630309925135168,0.714280153768562,-0.882440764747047,0.377538499372354,NA,"BCAR3"
5.1377066456148,-0.0408703806024366,0.647417422353539,-0.063128329870799,0.949664315309696,0.980545572143224,"RASA1"
8.09217320627693,-0.0687459286994439,0.403479050512928,-0.170382895002974,0.864709023265893,0.941508837832272,"HAX1"
1.00821143915185,-0.309576786921875,0.756290676073341,-0.409335718019422,0.68229330677163,NA,"UBE3A"
1.13724063202071,-0.661878752159879,0.79070499302486,-0.837074203398978,0.402550859617739,NA,"KLF15"
3.10920758094725,-0.121067190658975,0.634320615498722,-0.19086119495547,0.848634343170248,NA,"CCPG1"
0.421207714901684,-0.923375187021928,0.831228474024527,-1.11085605928687,0.266630311818747,NA,"METAP1"
0.952848288827996,-0.630540973978893,0.774063223495873,-0.814585882444078,0.415309394142692,NA,"MAPKAPK5-AS1"
2.78188706062526,-0.199114462922052,0.646332053500073,-0.308068371116349,0.758030307744226,NA,"DRG1"
13.4273146102103,1.04807603727447,0.51724330640445,2.02627278941518,0.042736838074909,0.216298064262918,"TNRC6B"
1.8123331525028,-1.19606061798617,0.699648115558758,-1.70951738650931,0.0873551539301365,NA,"CCDC125"
0.585402407823608,-0.709287455727187,0.847488488803658,-0.836928719502066,0.402632635988036,NA,"RP11-894J14.5"
22.4328572893955,2.57036457526166,0.887210683560317,2.89712987330919,0.00376593819402116,0.0593583591533812,"KIAA1468"
1.06512922171131,-0.93533335291363,0.741766499371352,-1.2609538900804,0.207325460477406,NA,"ACVR1"
3.17846438210442,1.05548891029791,0.647368646674477,1.63042945579762,0.10301076340647,NA,"NFE2L1"
2.40056506915595,-0.167087143298793,0.654087265070542,-0.255450843062619,0.79837490587946,NA,"PRIM2"
2.88024024635102,0.509692429137423,0.679657145212512,0.749925801159722,0.453299394093606,NA,"ATP2B1"
0.883893218072103,-1.02539910551585,0.772312614911019,-1.3276995425408,0.1842773847484,NA,"SRP9"
1.10956857732824,-0.150563340464571,0.718054363895328,-0.20968236951836,0.833915586730132,NA,"WDR73"
2.57926511597638,0.207538279355333,0.60046124721755,0.345631429700144,0.729619722590088,NA,"SDHC"
1.3502951503939,-0.260851777981151,0.697136075825314,-0.374176272074771,0.708273176062661,NA,"ACAD10"
0.858812799750758,-1.09520249946597,0.95523496122755,-1.14652681687713,0.251577237783638,NA,"CWH43"
0.0929301397014028,-3.14703343313104,1.69726436320315,-1.85417987990499,0.0637134295896122,NA,"RCAN2"
1.60176707782129,-0.486225460916574,0.640066285939047,-0.759648604524184,0.447464657743188,NA,"TTC38"
1.20645120351188,-0.47667733713637,0.823696692301008,-0.578704930579198,0.562788288505603,NA,"RP11-524N5.1"
2.36462712480991,0.0814726438238847,0.716123639848647,0.113768962914147,0.909420942814693,NA,"SRA1"
0.863073687395439,-0.0701852413253957,0.770754897838995,-0.0910603896545811,0.927444606309684,NA,"CHMP7"
0.186607661904926,-1.95381097839796,1.2373413482832,-1.57903959251734,0.114326975935256,NA,"PTAFR"
1.57750320823099,-0.0511173258277614,0.71012430638076,-0.0719836307086676,0.942614934855469,NA,"CDC73"
1.67736040142517,-0.245466194940234,0.719200410566797,-0.341304303131285,0.732874508768669,NA,"TRIM8"
2.52783660648586,-0.605502846919625,0.563920973467343,-1.07373705786577,0.282940547248626,NA,"CCDC12"
6.90746507589772,1.75506943994487,0.582043776998869,3.01535642043001,0.00256677432885748,0.048272858116581,"NDUFA4"
2.6627880015145,0.439213531363797,0.629659318125191,0.697541541466509,0.485463951437872,NA,"RTF1"
7.5871113611473,1.19511974602083,0.526348446563241,2.27058663101275,0.0231720135319826,0.160797106971205,"ATM"
